year,make,model,displ,cylinders,trans,drive,fuel_type,city_mpg,highway_mpg,comb_mpg,co2_emissions
2022,Audi,Coupe,1.7,4,CVT,4WD,Regular,24.8,30.8,27.5,329.0
2020,Ford,Minivan,5.6,4,CVT,RWD,Regular,10.0,15.0,12.2,669.0
2024,BMW,Truck,1.5,8,Manual,FWD,Regular,11.3,17.4,14.0,598.0
2022,Audi,Sedan,5.8,4,Automatic,4WD,Regular,10.0,15.0,12.2,740.0
2024,Nissan,Hatchback,4.1,4,Automatic,FWD,Diesel,13.0,16.6,14.6,604.0
2020,Subaru,Truck,1.0,4,CVT,AWD,Regular,23.3,29.0,25.9,340.0
2024,Subaru,Wagon,5.5,6,Automatic,AWD,Regular,10.0,15.6,12.5,698.0
2021,Chevrolet,Wagon,3.6,6,CVT,AWD,Regular,10.2,15.0,12.4,711.0
2023,Lexus,Wagon,2.3,6,CVT,AWD,Diesel,16.5,23.7,19.8,473.0
2022,Lexus,Minivan,4.8,6,Automatic,RWD,Regular,19.4,23.4,21.2,422.0
2023,Mercedes-Benz,Coupe,5.6,8,Automatic,AWD,Regular,10.0,15.0,12.2,750.0
2024,BMW,Truck,3.4,8,Automatic,4WD,Regular,10.0,15.8,12.6,702.0
2022,BMW,Hatchback,2.6,6,Manual,FWD,Regular,13.5,20.8,16.8,529.0
2024,Toyota,Truck,4.9,4,CVT,4WD,Regular,11.1,16.2,13.4,670.0
2021,Toyota,Coupe,4.4,6,Automatic,AWD,Electric,87.8,92.8,90.0,109.0
2020,Lexus,Sedan,5.4,4,Manual,RWD,Premium,10.0,15.9,12.7,683.0
2022,Chevrolet,Coupe,4.5,6,Automatic,AWD,Premium,10.0,15.0,12.2,728.0
2021,Hyundai,Wagon,2.2,6,CVT,AWD,Regular,21.3,27.9,24.3,352.0
2021,Subaru,Minivan,5.7,6,Manual,RWD,Regular,10.0,15.0,12.2,759.0
2022,Hyundai,Sedan,1.5,6,CVT,RWD,Regular,13.2,20.3,16.4,507.0
2024,Mercedes-Benz,Minivan,2.3,4,Automatic,RWD,Premium,15.5,19.9,17.5,520.0
2021,Mazda,Wagon,3.6,3,Automatic,RWD,Regular,14.2,22.2,17.8,484.0
2023,Lexus,SUV,3.8,4,Automatic,RWD,Hybrid,23.4,28.0,25.4,327.0
2021,Lexus,Coupe,1.1,8,Manual,RWD,Regular,10.0,17.4,13.3,662.0
2024,Mazda,Coupe,4.9,6,Manual,FWD,Hybrid,26.3,31.3,28.5,338.0
2024,Tesla,Hatchback,2.8,6,Manual,AWD,Regular,17.1,21.4,19.0,455.0
2023,Honda,Truck,3.0,6,Manual,AWD,Regular,18.4,22.5,20.2,404.0
2021,Volkswagen,Sedan,5.0,6,Automatic,RWD,Regular,10.0,17.3,13.3,649.0
2024,Toyota,Minivan,2.9,8,Automatic,4WD,Diesel,17.0,21.6,19.1,468.0
2022,Honda,Sedan,1.2,6,Automatic,RWD,Regular,14.3,19.0,16.5,506.0
2020,Nissan,Hatchback,1.9,6,Manual,FWD,Electric,88.0,92.0,89.8,113.0
2020,Chevrolet,Hatchback,5.8,6,Manual,4WD,Electric,90.1,97.9,93.6,63.0
2020,Chevrolet,Minivan,1.4,4,Automatic,FWD,Premium,24.4,28.6,26.3,328.0
2021,Mazda,Truck,2.8,6,Automatic,4WD,Premium,12.0,16.2,13.9,656.0
2023,BMW,Minivan,3.5,4,Manual,4WD,Premium,14.4,22.2,17.9,486.0
2024,Subaru,Minivan,3.5,4,CVT,RWD,Premium,15.2,22.7,18.5,454.0
2022,Hyundai,Wagon,1.0,6,Automatic,FWD,Regular,18.5,22.7,20.4,434.0
2022,Toyota,Truck,3.5,4,Automatic,4WD,Premium,17.3,24.7,20.6,422.0
2021,Honda,Coupe,2.9,8,Automatic,FWD,Electric,89.1,93.3,91.0,122.0
2020,Hyundai,Wagon,5.9,4,Manual,RWD,Regular,10.0,15.0,12.2,745.0
2021,BMW,SUV,1.8,4,Automatic,RWD,Hybrid,33.2,40.3,36.4,254.0
2023,Honda,Truck,2.8,4,Automatic,RWD,Regular,12.6,19.4,15.6,570.0
2023,Lexus,Hatchback,3.1,4,Automatic,RWD,Regular,15.8,20.2,17.8,495.0
2024,Audi,Wagon,3.0,4,Automatic,AWD,Regular,21.6,25.0,23.1,380.0
2024,Volkswagen,Truck,4.3,4,Automatic,4WD,Regular,13.9,17.9,15.7,532.0
2023,Nissan,Sedan,2.1,4,CVT,AWD,Electric,100.2,107.0,103.2,86.0
2023,Tesla,Minivan,2.1,4,CVT,RWD,Hybrid,32.1,39.9,35.6,234.0
2023,Nissan,SUV,4.6,4,Automatic,4WD,Diesel,18.9,23.2,20.8,426.0
2021,Hyundai,Coupe,3.5,6,Automatic,4WD,Hybrid,32.8,39.8,35.9,249.0
2023,Hyundai,Minivan,3.1,3,Automatic,FWD,Regular,20.4,24.5,22.2,391.0
2022,Tesla,Sedan,1.8,6,Automatic,RWD,Regular,19.4,25.8,22.2,419.0
2020,Hyundai,Sedan,1.9,6,Manual,AWD,Regular,16.9,20.3,18.4,461.0
2023,Tesla,SUV,1.1,4,Manual,FWD,Electric,98.1,104.0,100.7,78.0
2020,Honda,Coupe,1.5,8,Manual,4WD,Regular,15.1,19.5,17.1,513.0
2021,Tesla,Hatchback,3.8,6,CVT,AWD,Hybrid,21.3,28.9,24.7,383.0
2020,Volkswagen,Wagon,5.5,6,Automatic,RWD,Premium,10.6,15.1,12.6,706.0
2021,Tesla,Coupe,2.4,4,Manual,AWD,Hybrid,37.0,42.0,39.2,226.0
2022,Audi,Truck,2.6,6,Automatic,AWD,Regular,13.2,20.4,16.5,556.0
2021,Lexus,Sedan,1.6,6,Automatic,AWD,Regular,11.1,16.3,13.5,648.0
2021,Tesla,Truck,2.9,4,CVT,FWD,Diesel,15.1,19.2,16.9,543.0
2024,Ford,Hatchback,1.2,4,CVT,4WD,Diesel,24.8,30.6,27.4,332.0
2023,Tesla,Truck,5.6,4,Manual,AWD,Regular,10.0,17.2,13.2,698.0
2023,Hyundai,Coupe,4.4,6,Manual,4WD,Hybrid,26.3,31.5,28.6,303.0
2022,Audi,Truck,6.0,4,CVT,FWD,Electric,92.0,95.6,93.6,89.0
2022,Subaru,Hatchback,5.4,6,CVT,RWD,Regular,10.0,15.0,12.2,731.0
2023,Mercedes-Benz,Hatchback,3.4,4,Automatic,RWD,Regular,12.9,20.7,16.4,541.0
2024,Audi,Hatchback,3.6,6,Automatic,AWD,Regular,13.3,16.7,14.8,616.0
2023,BMW,Coupe,2.0,4,Manual,FWD,Regular,17.8,22.9,20.1,438.0
2024,Mercedes-Benz,Hatchback,3.3,4,Manual,RWD,Premium,10.6,16.8,13.4,642.0
2022,Toyota,Sedan,5.5,6,CVT,FWD,Regular,10.0,15.0,12.2,756.0
2020,Toyota,Minivan,1.3,4,Manual,FWD,Premium,21.2,25.9,23.3,420.0
2022,BMW,Hatchback,5.3,3,Automatic,AWD,Premium,10.0,17.7,13.5,627.0
2022,Audi,Truck,2.7,4,CVT,AWD,Regular,15.2,18.4,16.7,542.0
2021,Honda,Wagon,5.5,4,Automatic,FWD,Regular,10.0,16.8,13.0,699.0
2021,BMW,Truck,5.7,8,CVT,FWD,Regular,10.0,17.2,13.2,678.0
2021,Lexus,Wagon,4.4,6,CVT,AWD,Regular,10.0,15.0,12.2,760.0
2021,Mercedes-Benz,Truck,4.3,4,Automatic,FWD,Premium,10.0,15.0,12.2,702.0
2024,Mercedes-Benz,Coupe,3.3,3,Manual,AWD,Hybrid,31.2,38.8,34.6,246.0
2023,Hyundai,Truck,5.2,4,Manual,4WD,Regular,15.7,22.5,18.8,475.0
2020,Mazda,Coupe,5.8,6,Manual,FWD,Regular,10.0,15.0,12.2,747.0
2022,Chevrolet,Coupe,4.9,4,Manual,AWD,Regular,10.0,15.0,12.2,753.0
2024,Ford,Hatchback,4.1,4,Automatic,FWD,Regular,10.0,16.1,12.7,676.0
2020,Mercedes-Benz,Sedan,4.0,4,CVT,AWD,Regular,13.5,18.6,15.8,527.0
2024,Subaru,Wagon,5.2,6,Automatic,FWD,Premium,10.0,15.5,12.5,727.0
2024,BMW,Hatchback,3.7,4,Manual,RWD,Regular,18.3,26.0,21.8,410.0
2022,Volkswagen,Hatchback,5.0,6,Manual,RWD,Hybrid,19.2,24.3,21.5,417.0
2023,Tesla,Minivan,3.5,4,Automatic,FWD,Regular,16.4,23.8,19.7,467.0
2021,Mazda,Coupe,1.3,4,CVT,RWD,Electric,100.3,106.6,103.1,70.0
2023,Mercedes-Benz,Coupe,2.9,4,Automatic,FWD,Electric,94.8,98.4,96.4,87.0
2022,BMW,Wagon,3.2,4,Automatic,FWD,Regular,10.0,16.7,13.0,694.0
2022,Nissan,Truck,1.7,3,Automatic,4WD,Regular,24.5,30.1,27.0,310.0
2022,Mazda,Truck,1.5,4,CVT,4WD,Premium,18.0,22.1,19.8,438.0
2020,Honda,Hatchback,3.7,4,Automatic,RWD,Premium,15.4,19.8,17.4,513.0
2023,Ford,SUV,1.4,4,Automatic,4WD,Electric,99.7,105.5,102.3,97.0
2023,Kia,SUV,2.5,4,Manual,4WD,Premium,12.0,18.0,14.7,576.0
2024,Kia,Truck,4.7,8,Automatic,FWD,Regular,10.0,17.8,13.5,672.0
2024,Hyundai,SUV,5.8,4,Manual,AWD,Electric,90.3,97.5,93.5,104.0
2024,Hyundai,Minivan,4.6,6,Manual,FWD,Hybrid,25.8,29.8,27.6,305.0
2022,Honda,Truck,6.0,4,Manual,4WD,Premium,12.0,18.8,15.1,634.0
2023,Volkswagen,Coupe,4.5,4,CVT,FWD,Electric,93.4,96.4,94.8,75.0
2022,Hyundai,Hatchback,2.5,3,Manual,RWD,Premium,13.7,17.3,15.3,596.0
2020,Chevrolet,Sedan,4.4,4,Automatic,AWD,Premium,12.1,16.1,13.9,645.0
2024,Mercedes-Benz,Hatchback,4.5,4,Automatic,4WD,Premium,15.4,21.4,18.1,483.0
2022,Ford,Truck,2.9,4,Manual,4WD,Premium,16.6,20.5,18.3,487.0
2022,Audi,Minivan,1.1,6,Manual,FWD,Regular,13.6,18.4,15.8,573.0
2020,BMW,Truck,4.5,4,Automatic,FWD,Premium,10.6,15.0,12.6,762.0
2021,Audi,Hatchback,1.1,4,Manual,FWD,Premium,26.9,31.6,29.0,277.0
2023,Honda,Minivan,4.2,4,CVT,FWD,Regular,12.2,19.9,15.6,515.0
2021,Toyota,Minivan,1.8,6,Manual,4WD,Regular,18.2,26.2,21.8,387.0
2024,BMW,Minivan,3.8,6,CVT,FWD,Diesel,11.5,17.9,14.4,617.0
2022,BMW,Wagon,3.5,4,CVT,4WD,Premium,14.2,20.0,16.8,542.0
2020,Nissan,Truck,1.1,4,CVT,FWD,Regular,19.2,25.7,22.1,404.0
2020,Honda,SUV,2.8,4,Manual,AWD,Electric,95.4,102.2,98.5,87.0
2023,Honda,SUV,4.0,4,CVT,AWD,Electric,89.0,95.7,92.0,127.0
2021,Kia,Truck,5.2,6,CVT,FWD,Regular,10.0,15.0,12.2,713.0
2023,Subaru,Truck,5.4,6,Manual,FWD,Regular,10.0,15.0,12.2,762.0
2022,Audi,Wagon,3.4,4,CVT,RWD,Hybrid,25.1,29.9,27.3,338.0
2023,Volkswagen,SUV,4.6,3,Manual,AWD,Electric,90.5,95.3,92.7,126.0
2020,Subaru,Truck,2.6,6,Automatic,4WD,Regular,17.3,22.0,19.4,439.0
2020,Tesla,Truck,2.7,4,CVT,AWD,Regular,17.0,23.9,20.1,435.0
2024,Chevrolet,Wagon,2.0,4,Manual,4WD,Regular,10.0,16.7,13.0,654.0
2024,Lexus,Wagon,3.8,6,Automatic,FWD,Premium,10.0,15.0,12.2,734.0
2022,Tesla,Hatchback,2.6,4,CVT,AWD,Regular,20.2,24.6,22.2,407.0
2021,Toyota,Wagon,1.4,4,CVT,AWD,Regular,20.1,26.2,22.8,430.0
2023,BMW,Sedan,4.4,4,Manual,RWD,Regular,10.2,15.0,12.4,718.0
2022,Kia,SUV,4.5,6,Automatic,RWD,Electric,85.4,88.7,86.9,72.0
2024,Toyota,Hatchback,2.8,4,Manual,AWD,Regular,18.1,25.2,21.3,436.0
2023,BMW,Sedan,1.4,8,CVT,AWD,Regular,17.7,23.0,20.1,424.0
2024,Chevrolet,Truck,3.1,6,CVT,AWD,Hybrid,32.8,40.1,36.1,221.0
2023,Subaru,Truck,3.2,4,CVT,4WD,Regular,10.0,17.1,13.2,687.0
2021,Honda,Hatchback,4.3,4,CVT,FWD,Regular,10.0,17.5,13.4,648.0
2022,Hyundai,Wagon,2.6,4,Automatic,RWD,Diesel,25.9,29.1,27.3,314.0
2023,Audi,Minivan,4.4,4,Automatic,FWD,Regular,11.9,15.9,13.7,677.0
2020,Hyundai,Minivan,5.4,6,Manual,RWD,Electric,79.4,83.9,81.4,119.0
2020,Mercedes-Benz,Truck,2.2,6,Manual,RWD,Regular,12.8,16.5,14.4,629.0
2023,Mazda,Minivan,5.9,4,Manual,RWD,Regular,10.0,15.4,12.4,689.0
2023,Nissan,Coupe,2.9,6,CVT,AWD,Hybrid,25.7,32.7,28.9,322.0
2023,Volkswagen,Hatchback,2.3,3,Manual,RWD,Regular,18.4,26.1,21.8,402.0
2020,Chevrolet,Sedan,3.1,6,Automatic,FWD,Premium,17.5,24.9,20.8,418.0
2020,Nissan,Hatchback,1.5,6,Manual,RWD,Regular,16.2,21.5,18.6,486.0
2023,Mercedes-Benz,SUV,1.6,4,Manual,FWD,Regular,19.1,25.3,21.9,406.0
2024,Mercedes-Benz,Wagon,3.1,4,Automatic,RWD,Electric,97.2,101.3,99.0,61.0
2024,Volkswagen,Wagon,4.8,6,Automatic,RWD,Regular,10.0,15.0,12.3,742.0
2021,Lexus,Hatchback,5.5,6,CVT,AWD,Regular,10.0,17.4,13.3,689.0
2022,BMW,Truck,4.3,4,Automatic,FWD,Regular,10.0,15.0,12.2,717.0
2024,Nissan,Truck,1.5,4,Automatic,RWD,Regular,12.2,17.9,14.8,613.0
2020,Subaru,Coupe,4.4,6,Manual,RWD,Diesel,14.1,21.5,17.4,529.0
2024,Volkswagen,Coupe,4.2,3,Automatic,FWD,Electric,98.9,102.5,100.5,51.0
2021,Mercedes-Benz,Wagon,5.0,4,CVT,RWD,Premium,10.0,17.9,13.6,643.0
2021,Subaru,Coupe,5.1,4,Manual,4WD,Premium,10.0,15.0,12.2,685.0
2022,Honda,Sedan,5.3,4,CVT,AWD,Regular,10.0,17.4,13.3,681.0
2024,Kia,Coupe,3.1,4,Automatic,FWD,Regular,18.3,23.0,20.4,445.0
2020,Subaru,Sedan,4.5,12,CVT,AWD,Premium,10.0,15.0,12.2,715.0
2020,BMW,Coupe,2.3,6,CVT,4WD,Regular,12.7,16.5,14.4,614.0
2023,Hyundai,Wagon,6.0,4,Automatic,4WD,Regular,10.0,16.5,12.9,682.0
2020,Nissan,Wagon,1.9,4,Automatic,4WD,Hybrid,33.0,40.3,36.3,204.0
2022,BMW,Sedan,1.1,4,Manual,FWD,Regular,25.6,31.8,28.4,339.0
2022,Mazda,Hatchback,1.7,4,Manual,4WD,Regular,18.2,25.8,21.6,417.0
2020,Audi,Wagon,4.9,8,Manual,FWD,Premium,10.0,17.2,13.2,670.0
2020,Ford,Hatchback,3.2,4,Automatic,FWD,Premium,10.0,15.0,12.2,726.0
2023,Mercedes-Benz,Truck,3.2,12,CVT,RWD,Regular,10.0,16.3,12.9,703.0
2020,Audi,Sedan,5.8,4,CVT,FWD,Regular,10.0,15.0,12.2,697.0
2023,Audi,Minivan,5.6,6,Manual,4WD,Hybrid,19.9,25.2,22.3,381.0
2023,Volkswagen,Wagon,2.6,4,Manual,FWD,Premium,18.4,21.9,20.0,449.0
2020,Chevrolet,SUV,2.0,4,Automatic,FWD,Electric,98.9,103.3,100.9,110.0
2021,Mazda,Truck,5.2,4,CVT,AWD,Regular,10.0,16.2,12.8,646.0
2021,Hyundai,Hatchback,5.5,6,Manual,4WD,Regular,10.0,15.0,12.2,748.0
2023,Subaru,Wagon,3.7,6,Automatic,FWD,Regular,12.2,18.4,15.0,578.0
2020,Kia,Sedan,4.1,6,Manual,RWD,Regular,12.8,20.4,16.2,543.0
2021,BMW,Minivan,2.3,6,Automatic,FWD,Regular,15.7,18.7,17.1,520.0
2020,Honda,Coupe,5.0,6,CVT,FWD,Regular,10.0,16.9,13.1,656.0
2020,Ford,Minivan,4.2,4,Automatic,AWD,Regular,11.2,17.4,14.0,610.0
2020,Toyota,SUV,3.5,4,Manual,4WD,Premium,10.0,15.0,12.2,733.0
2024,Mazda,Hatchback,1.3,6,Manual,4WD,Diesel,24.2,31.2,27.4,362.0
2020,Audi,Truck,5.6,6,CVT,RWD,Regular,10.0,15.0,12.2,710.0
2024,Kia,Minivan,4.1,6,CVT,RWD,Regular,10.0,15.0,12.2,709.0
2023,Toyota,Sedan,2.0,4,Manual,RWD,Regular,18.7,22.1,20.2,415.0
2021,Ford,SUV,4.0,4,Manual,FWD,Regular,10.0,15.7,12.6,701.0
2021,Chevrolet,Sedan,4.4,8,Manual,FWD,Regular,10.0,15.5,12.5,691.0
2021,Chevrolet,Wagon,3.6,6,CVT,RWD,Regular,10.5,15.2,12.6,686.0
2021,Nissan,Coupe,4.6,4,Manual,4WD,Electric,83.3,87.2,85.0,109.0
2021,Tesla,Truck,3.9,6,CVT,4WD,Electric,86.7,93.9,89.9,70.0
2021,Ford,Sedan,5.7,8,Manual,RWD,Premium,10.0,17.4,13.3,701.0
2021,Ford,Hatchback,1.3,4,Automatic,AWD,Electric,96.9,102.6,99.5,66.0
2023,Toyota,Wagon,1.5,6,Automatic,4WD,Premium,12.9,17.1,14.8,623.0
2020,Kia,Wagon,1.9,8,Manual,4WD,Electric,92.1,95.6,93.7,134.0
2022,BMW,Truck,4.5,8,Automatic,RWD,Premium,10.0,17.3,13.3,692.0
2024,Volkswagen,Wagon,4.2,8,CVT,4WD,Regular,10.9,15.0,12.7,721.0
2022,Tesla,Hatchback,5.5,4,Automatic,FWD,Premium,10.5,15.0,12.5,727.0
2022,Toyota,Sedan,4.7,4,Automatic,FWD,Regular,10.0,15.3,12.4,721.0
2020,Honda,Truck,3.5,3,CVT,4WD,Premium,13.9,20.6,16.9,549.0
2020,Audi,Wagon,6.0,4,Automatic,FWD,Hybrid,23.1,28.3,25.4,345.0
2020,Chevrolet,Wagon,2.3,4,Automatic,AWD,Premium,16.3,19.5,17.7,519.0
2021,Audi,Hatchback,5.2,4,Manual,4WD,Regular,10.0,16.5,12.9,711.0
2023,Chevrolet,Coupe,3.1,4,CVT,RWD,Regular,16.1,22.3,18.9,480.0
2021,Nissan,Coupe,4.2,4,CVT,FWD,Electric,92.9,99.3,95.8,87.0
2023,BMW,Minivan,4.6,4,Manual,AWD,Hybrid,21.1,25.2,22.9,398.0
2023,Honda,Wagon,4.2,6,Manual,AWD,Regular,10.0,17.0,13.1,671.0
2022,Chevrolet,Sedan,1.7,4,Automatic,FWD,Electric,102.4,107.8,104.8,74.0
2022,Toyota,Truck,3.2,6,Automatic,AWD,Electric,85.6,91.3,88.1,117.0
2023,Honda,Wagon,3.8,4,Automatic,4WD,Regular,10.0,15.7,12.6,708.0
2023,Toyota,SUV,5.2,4,Manual,AWD,Electric,85.9,90.4,87.9,117.0
2021,Volkswagen,Truck,3.2,8,CVT,FWD,Regular,10.0,15.0,12.2,731.0
2021,Volkswagen,Minivan,5.6,4,Automatic,AWD,Premium,10.0,15.0,12.2,739.0
2022,Audi,Coupe,3.2,4,Manual,FWD,Regular,14.3,19.2,16.5,567.0
2020,Chevrolet,Wagon,3.7,4,CVT,FWD,Premium,12.5,17.9,14.9,593.0
2023,Chevrolet,Hatchback,5.0,4,Manual,AWD,Premium,10.2,16.9,13.2,665.0
2021,Kia,SUV,3.9,3,Automatic,FWD,Regular,15.6,19.0,17.1,528.0
2022,Volkswagen,Wagon,5.8,4,Manual,FWD,Electric,84.8,92.4,88.2,49.0
2021,BMW,Minivan,4.3,4,Manual,RWD,Electric,89.1,93.5,91.1,112.0
2023,BMW,Sedan,3.6,8,Manual,4WD,Diesel,17.7,22.6,19.9,429.0
2023,Mazda,SUV,1.1,6,Manual,FWD,Regular,18.6,21.9,20.1,476.0
2024,Mazda,Minivan,3.1,4,CVT,4WD,Regular,15.4,21.7,18.2,504.0
2020,Nissan,Wagon,2.5,4,Automatic,RWD,Regular,14.7,21.2,17.6,523.0
2024,Volkswagen,Sedan,4.7,4,CVT,RWD,Electric,93.9,101.5,97.3,110.0
2022,Toyota,SUV,2.0,4,Manual,RWD,Regular,17.6,22.2,19.7,442.0
2021,Toyota,Sedan,2.0,3,Manual,RWD,Hybrid,34.1,38.3,36.0,242.0
2022,Hyundai,Sedan,1.9,6,Automatic,4WD,Electric,99.4,106.0,102.4,53.0
2023,Honda,SUV,1.6,3,Automatic,AWD,Premium,25.8,32.4,28.8,338.0
2024,Subaru,SUV,2.6,6,CVT,AWD,Premium,10.6,18.3,14.1,605.0
2024,Audi,Sedan,5.4,4,CVT,4WD,Premium,10.0,15.0,12.2,728.0
2024,Mazda,Minivan,4.9,8,Automatic,FWD,Premium,10.0,16.5,12.9,713.0
2022,Audi,Coupe,4.7,6,CVT,4WD,Regular,10.0,15.0,12.2,759.0
2023,Chevrolet,SUV,5.0,6,Manual,FWD,Electric,80.9,86.3,83.4,102.0
2021,Nissan,Wagon,2.3,4,Manual,FWD,Premium,21.2,24.8,22.8,356.0
2021,BMW,Truck,5.4,8,Automatic,AWD,Diesel,10.0,16.3,12.8,699.0
2022,Subaru,Hatchback,1.7,6,CVT,RWD,Diesel,29.4,35.4,32.1,284.0
2024,Ford,Sedan,2.7,6,Manual,AWD,Regular,11.2,15.0,12.9,697.0
2020,Nissan,Sedan,3.9,4,Automatic,AWD,Regular,14.2,18.8,16.3,539.0
2022,Ford,Hatchback,1.5,6,CVT,4WD,Electric,92.7,97.6,94.9,91.0
2022,Mercedes-Benz,Coupe,4.7,3,Manual,4WD,Regular,10.0,15.0,12.2,715.0
2023,Volkswagen,Hatchback,2.9,6,CVT,FWD,Premium,10.0,15.0,12.2,732.0
2021,Ford,SUV,4.9,6,CVT,4WD,Regular,10.0,15.0,12.2,744.0
2022,Ford,Hatchback,3.5,4,CVT,FWD,Regular,11.5,18.5,14.7,610.0
2022,Audi,Sedan,1.9,4,Automatic,FWD,Regular,20.2,25.0,22.3,398.0
2024,Mercedes-Benz,Hatchback,4.7,4,Manual,RWD,Electric,92.8,97.5,94.9,116.0
2024,Kia,Truck,2.3,6,Automatic,RWD,Premium,10.0,17.7,13.5,663.0
2020,Lexus,Wagon,3.5,4,Manual,AWD,Regular,10.0,15.0,12.2,729.0
2023,Kia,SUV,1.4,4,Manual,RWD,Hybrid,30.3,37.1,33.4,268.0
2020,Kia,Hatchback,4.1,4,Automatic,FWD,Regular,13.7,19.1,16.1,528.0
2024,Volkswagen,Sedan,4.3,6,Automatic,4WD,Regular,12.6,20.4,16.1,530.0
2021,Subaru,Minivan,2.9,4,Manual,RWD,Diesel,26.4,31.4,28.7,307.0
2024,Nissan,Wagon,5.8,6,Manual,RWD,Diesel,12.2,18.7,15.1,574.0
2023,Nissan,SUV,5.4,4,Manual,RWD,Regular,10.0,15.0,12.2,728.0
2024,Tesla,Sedan,4.5,6,CVT,RWD,Hybrid,24.6,32.2,28.0,335.0
2023,Chevrolet,Coupe,4.6,8,Manual,FWD,Hybrid,16.5,21.2,18.6,492.0
2023,Kia,Truck,2.3,4,Automatic,FWD,Regular,12.4,18.0,14.9,604.0
2023,Volkswagen,Coupe,4.3,4,Automatic,AWD,Regular,13.0,16.7,14.7,621.0
2023,Chevrolet,Truck,2.0,6,Automatic,4WD,Electric,101.2,108.9,104.7,105.0
2023,Lexus,Hatchback,1.7,4,Manual,AWD,Regular,10.5,16.8,13.3,688.0
2021,Honda,SUV,6.0,4,Manual,AWD,Regular,10.0,15.0,12.2,748.0
2020,Chevrolet,Hatchback,4.1,6,CVT,RWD,Diesel,13.3,17.0,15.0,568.0
2022,Audi,Truck,3.2,12,CVT,4WD,Regular,10.0,15.0,12.2,691.0
2020,Audi,Truck,2.4,6,Automatic,RWD,Regular,14.6,18.7,16.5,523.0
2023,Subaru,Truck,4.0,4,CVT,FWD,Regular,13.3,17.8,15.3,572.0
2021,Mazda,Wagon,1.2,4,CVT,AWD,Premium,18.9,26.9,22.5,414.0
2024,Ford,Sedan,1.5,4,Automatic,4WD,Premium,20.3,26.6,23.1,383.0
2021,Kia,SUV,1.2,6,Manual,FWD,Regular,13.3,20.9,16.7,523.0
2023,Tesla,Hatchback,3.5,6,CVT,AWD,Regular,10.0,15.2,12.3,726.0
2021,Mercedes-Benz,Hatchback,4.0,8,Manual,4WD,Premium,10.0,16.6,12.9,700.0
2021,Tesla,Coupe,1.3,3,Automatic,AWD,Hybrid,33.0,38.2,35.3,267.0
2023,Mazda,Truck,4.6,6,Automatic,4WD,Hybrid,22.3,26.9,24.4,356.0
2021,BMW,Minivan,2.2,4,CVT,AWD,Regular,10.0,15.6,12.5,692.0
2022,Chevrolet,Truck,4.4,4,Automatic,RWD,Premium,10.0,15.1,12.3,707.0
2022,Volkswagen,Truck,5.9,6,Automatic,AWD,Diesel,11.0,18.9,14.6,611.0
2021,Lexus,Minivan,4.5,4,Automatic,AWD,Electric,82.4,87.8,84.8,84.0
2024,Ford,Hatchback,5.4,6,CVT,4WD,Premium,10.0,17.1,13.2,692.0
2023,Nissan,Coupe,5.7,6,CVT,4WD,Regular,10.0,16.3,12.9,668.0
2022,Toyota,Sedan,3.4,8,CVT,RWD,Diesel,15.6,21.0,18.1,460.0
2024,Ford,Minivan,4.5,6,Automatic,4WD,Regular,10.0,15.4,12.4,720.0
2021,Lexus,Wagon,5.3,6,Manual,AWD,Regular,10.0,15.0,12.2,723.0
2024,Subaru,SUV,2.8,4,Automatic,4WD,Premium,10.2,15.0,12.3,732.0
2020,BMW,Minivan,2.3,4,CVT,4WD,Hybrid,31.1,37.9,34.2,250.0
2022,Subaru,Sedan,5.7,4,Manual,4WD,Regular,10.0,17.6,13.4,671.0
2021,Lexus,Hatchback,4.6,4,Manual,RWD,Premium,13.9,18.0,15.8,583.0
2023,Audi,Wagon,2.1,6,CVT,RWD,Regular,15.2,22.9,18.7,463.0
2021,Chevrolet,Wagon,3.2,6,Manual,FWD,Electric,90.2,94.4,92.1,107.0
2023,Honda,Wagon,5.0,4,Manual,RWD,Premium,10.0,15.7,12.5,747.0
2021,Audi,Truck,3.7,4,CVT,RWD,Regular,20.2,24.9,22.3,414.0
2024,Subaru,SUV,4.2,4,Manual,RWD,Regular,10.0,15.0,12.2,713.0
2024,Subaru,Hatchback,4.8,6,Manual,AWD,Regular,10.8,15.0,12.7,706.0
2024,Volkswagen,Hatchback,4.1,6,CVT,FWD,Regular,10.0,15.0,12.2,702.0
2020,Chevrolet,Wagon,3.7,6,Manual,AWD,Regular,12.3,15.6,13.8,621.0
2023,Ford,Hatchback,4.7,4,Manual,RWD,Premium,10.0,15.0,12.2,758.0
2024,Honda,SUV,4.6,4,Manual,RWD,Regular,18.4,22.2,20.1,450.0
2020,Mazda,SUV,4.1,6,Manual,FWD,Premium,12.5,15.6,13.9,670.0
2023,Toyota,Coupe,2.8,6,CVT,FWD,Regular,17.6,21.4,19.3,469.0
2021,Kia,Minivan,3.0,4,Automatic,4WD,Premium,11.0,16.9,13.7,638.0
2020,Nissan,Minivan,5.9,6,Automatic,RWD,Regular,10.0,17.1,13.2,674.0
2022,Subaru,Coupe,1.6,4,Manual,RWD,Regular,17.3,21.3,19.1,471.0
2020,Chevrolet,Sedan,2.3,6,CVT,AWD,Regular,14.8,18.2,16.3,589.0
2020,Kia,Minivan,3.5,6,CVT,4WD,Regular,11.9,18.5,14.9,611.0
